AR_ID,NID_ID,Dam_Name,Year_Removed,Latitude,Longitude,City_County,River,HUC8,State,Dam_Height_ft,Dam_Length_ft,Year_Built,Owner,Original Use,Type_Material,Miles_Restored_US,Miles_Restored_DS,River_Miles_Reported,Last_Updated,,,,,,,,,,
CA-121,,HJFD25,2018,33.69147814,-117.511602,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,4,50,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-122,,HJFD26,2018,33.69156214,-117.511527,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,6.0 - 0.0,30,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-123,,HJFD29,2018,33.69223914,-117.512096,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,6,30,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-124,,HJFD30,2018,33.69219014,-117.512136,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,4,23,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-125,,HJFD31,2018,33.69232214,-117.512348,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,6.0 - 0.0 ,40,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-126,,HJFD32,2018,33.69251214,-117.512698,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,9.5 - 4.0 ,55,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-127,,HJFD33,2018,33.69276614,-117.51287,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,6.8 - 0.0 ,46,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-128,,HJFD34,2018,33.69283114,-117.513166,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,7.0 - 3.0,43,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-129,,HJFD34.1/35,2018,33.69283114,-117.513166,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,,,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-130,,HJFD37,2018,33.69300514,-117.513562,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,3,16,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-131,,HJFD40,2018,33.69344114,-117.514166,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,2.6,8,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-132,,HJFD41,2018,33.69345114,-117.514226,Orange County,Holy Jim Creek,Aliso-San Onofre,CA,2.8,8,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-133,CA00671,Lagunita Diversion Dam,2018,37.4234,-122.1742,Palo Alto/Santa Clara County,San Francisquito Creek,Coyote,CA,8,4.5,1900,Stanford University,Water storage,Concrete,4.2,,,2/5/2019,,,,,,,,,,
CA-134,,SJFD1,2018,33.59022515,-117.501797,Orange County,San Juan Creek,Aliso-San Onofre,CA,9,14,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-135,,SJFD10,2018,33.59066713,-117.4999048,Orange County,San Juan Creek,Aliso-San Onofre,CA,2.0 - 3.0,20,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-136,,SJFD11,2018,33.59060515,-117.499826,Orange County,San Juan Creek,Aliso-San Onofre,CA,1.0 - 5.0,38,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-137,,SJFD2,2018,33.59029615,-117.501792,Orange County,San Juan Creek,Aliso-San Onofre,CA,2.5,9.5,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-138,,SJFD28,2018,33.59726615,-117.46245,Orange County,San Juan Creek,Aliso-San Onofre,CA,4.5 - 5.0,60,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-139,,SJFD29,2018,33.59781615,-117.461799,Orange County,San Juan Creek,Aliso-San Onofre,CA,1.5 - 2.0 ,31,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-140,,SJFD3,2018,33.59041715,-117.501739,Orange County,San Juan Creek,Aliso-San Onofre,CA,2.5 - 6,28,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-141,,SJFD30,2018,33.59795315,-117.461512,Orange County,San Juan Creek,Aliso-San Onofre,CA,2.5,51,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-142,,SJFD31,2018,33.59930115,-117.461361,Orange County,San Juan Creek,Aliso-San Onofre,CA,4.0 - 4.5,68,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-143,,SJFD4,2018,33.59047015,-117.501699,Orange County,San Juan Creek,Aliso-San Onofre,CA,5.0 - 9.0,26,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-144,,SJFD5,2018,33.59077823,-117.5015405,Orange County,San Juan Creek,Aliso-San Onofre,CA,4.0 - 5.0,4,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-145,,SJFD6,2018,33.59081143,-117.5014978,Orange County,San Juan Creek,Aliso-San Onofre,CA,0 - 3.4,54,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-146,,SJFD7,2018,33.59089312,-117.501019,Orange County,San Juan Creek,Aliso-San Onofre,CA,4.8,30,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-147,,SJFD9,2018,33.59079912,-117.50021,Orange County,San Juan Creek,Aliso-San Onofre,CA,3.0 - 4.5,29,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-148,,TCFD11,2018,33.67436115,-117.525066,Orange County,Trabuco Creek,Aliso-San Onofre,CA,6.5,40,"Unknown, most of the dams were built or rebuilt in 1970s by Orange County",U.S. Forest Service,"Create pools for a stocked rainbow trout fishery, conserve water and wildlife, and provide water for fire suppression",Rock and mortar,,,,2/5/2019,,,,,,,,,,
CA-149,,Dempster Vineyard Dam,2018,38.486137,-122.918301,"Forestville, Ca",Green Valley Creek,Russian,CA,6.6,36,~1970s,Dempster Family Vineyard (Owner at time of removal),Irrigation/frost protection,Earthen/Concrete,38,,,2/6/2020,,,,,,,,,,
CA-150,,Pennington Creek Dam,2018,35.3436,-120.7328,San Luis Obispo,Pennington Creek,Central Coastal,CA,,,,Rancho El Chorro Outdoor School (owner at time of removal),,,2.3,,,2/6/2020,,,,,,,,,,
CA-151,,HJFD3,2019,33.68271815,-117.515912,Orange,Holy Jim Creek,Aliso-San Onofre,CA,3,30,1970,,,Rock and Mortar,1,2,,2/6/2020,,,,,,,,,,
CA-152,,HJFD4,2019,33.68289515,-117.515878,Orange,Holy Jim Creek,Aliso-San Onofre,CA,2,31,1970,,,Rock and Mortar,1,2,,2/6/2020,,,,,,,,,,
CA-153,,HJFD5,2019,33.68302615,-117.515863,Orange,Holy Jim Creek,Aliso-San Onofre,CA,5,16,1970,,,Rock and Mortar,1,2,,2/6/2020,,,,,,,,,,
CA-154,,Iron Horse Dam,2019,38.46321758,-122.8967539,Sonoma County,Green Valley Creek,Russian,CA,10,20,,Iron Horse Vineyards,Water Supply,Rubble and Concrete,35.9,,,2/6/2020,,,,,,,,,,
CA-155,,Maria Ygnacio Debris Basin Dam East Branch,2019,34.460633,-119.791167,Santa Barbara County,East Branch Maria Ygnacio Creek,Santa Barbara Coastal,CA,20,135,1990,SB County Flood Control District,Debris Retention Basin,Grouted Rock,1.8,0,,2/6/2020,,,,,,,,,,
CA-156,,Maria Ygnacio Debris Basin Dam Main Branch,2019,34.475239,-119.791906,Santa Barbara County,Maria Ygnacio Creek,Santa Barbara Coastal,CA,20,115,1990,SB County Flood Control District,Debris Retention Basin,Grouted Rock,0.75,1.75,,2/6/2020,,,,,,,,,,
CA-157,,SCFD4,2019,33.59047015,-117.501699,Orange,Silverado Creek,Santa Ana,CA,10,34,1970,,,Rock and Mortar,2,4,,2/6/2020,,,,,,,,,,
CA-158,,SCFD5,2019,33.59077823,-117.5015405,Orange,Silverado Creek,Aliso-San Onofre,CA,3,24,1970,,,Rock and Mortar,2,4,,2/6/2020,,,,,,,,,,
CA-159,,SJFD12,2019,33.59060215,-117.499648,Orange,San Juan Creek,Aliso-San Onofre,CA,10,40,1970,,,Rock and Mortar,4,10,,2/6/2020,,,,,,,,,,
CA-160,,SJFD13,2019,33.59071315,-117.499024,Orange,San Juan Creek,Aliso-San Onofre,CA,2,20,1970,,,Rock and Mortar,4,10,,2/6/2020,,,,,,,,,,
CA-161,,SJFD14,2019,33.59259715,-117.497336,Orange,San Juan Creek,Aliso-San Onofre,CA,12,69,1970,,,Rock and Mortar,4,10,,2/6/2020,,,,,,,,,,
CA-162,,SJFD15,2019,33.59279315,-117.496232,Orange,San Juan Creek,Aliso-San Onofre,CA,4,5,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-163,,SJFD17,2019,33.59266615,-117.471615,Orange,San Juan Creek,Aliso-San Onofre,CA,2,2,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-164,,SJFD18,2019,33.59252015,-117.473384,Orange,San Juan Creek,Aliso-San Onofre,CA,3,65,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-165,,SJFD19,2019,33.59249515,-117.474884,Orange,San Juan Creek,Aliso-San Onofre,CA,6,70,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-166,,SJFD20,2019,33.59287715,-117.475298,Orange,San Juan Creek,Aliso-San Onofre,CA,10,61,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-167,,SJFD21,2019,33.59209689,-117.4709178,Orange,San Juan Creek,Aliso-San Onofre,CA,3,5,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-168,,SJFD22,2019,33.59212115,-117.470796,Orange,San Juan Creek,Aliso-San Onofre,CA,2,12,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-169,,SJFD23,2019,33.59424715,-117.468106,Orange,San Juan Creek,Aliso-San Onofre,CA,13,63,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-170,,SJFD24,2019,33.59212115,-117.470796,Orange,San Juan Creek,Aliso-San Onofre,CA,5,25,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-171,,SJFD25,2019,33.59424715,-117.468106,Orange,San Juan Creek,Aliso-San Onofre,CA,2,2,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-172,,SJFD26,2019,33.59384097,-117.4667394,Orange,San Juan Creek,Aliso-San Onofre,CA,5,70,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CA-173,,SJFD27,2019,33.59372615,-117.466307,Orange,San Juan Creek,Aliso-San Onofre,CA,5,60,1970,,,Rock and Mortar,5,9,,2/6/2020,,,,,,,,,,
CO-001,,No Name #15 Dam,,,,,,,CO,15,,,,,,,,,11/10/2017,,,,,,,,,,
CO-002,,No Name #17 Dam,,,,,,,CO,15,,,,,,,,,11/10/2017,,,,,,,,,,
CO-003,,No Name #22 Dam,,,,,,,CO,15,,,,,,,,,11/10/2017,,,,,,,,,,
CO-004,,Glacier #1 Dam,1985,40.50498,-105.597,Rocky Mountain National Park,North Fork Big Thompson River,Big Thompson,CO,11,,,,,,,,,11/10/2017,,,,,,,,,,
CO-005,,Pear Lake Dam,1988,40.176955,-105.623293,Allenspark,Cony Creek,St. Vrain,CO,28,140,,,,,,,,11/10/2017,,,,,,,,,,
CO-006,,Sand Beach Dam,1988,40.217070,-105.602000,Allenspark,Sand Beach Creek,St. Vrain,CO,25,90,,,,,,,,11/10/2017,,,,,,,,,,
CO-007,,Toby Wells Pond Dam,1989,,,,,,CO,16,,,,,,,,,11/10/2017,,,,,,,,,,
CO-008,,Bluebird Dam,1990,40.192599,-105.652584,Rocky Mountain National Park,Ouzel Creek,St. Vrain,CO,56,200,1904 (enlarged 1920),,Water storage,,,,,11/10/2017,,,,,,,,,,
CO-009,,No Name #21 Dam,1990,,,,,,CO,,,,,,,,,,11/10/2017,,,,,,,,,,
CO-010,,No Name #8 Dam,1990,,,,,,CO,12,,,,,,,,,11/10/2017,,,,,,,,,,
CO-011,CO02157,Unnamed Dam #1 (Lamborn #1),2002,40.366780,-103.935000,Fort Morgan,Tributary to the Platt River,Middle South Platte-Cherry Creek,CO,20,,1951,,,,,,,11/10/2017,,,,,,,,,,
CO-012,,Unnamed Dam #2,2002,,,,Tributary to the Platt River,Lower Susquehanna,CO,,,,,,,,,,11/10/2017,,,,,,,,,,
CO-013,CO01770,Idylwilde Dam,2013,40.42881,-105.312,Larimer County,Big Thompson River,Big Thompson,CO,57,235,1925 (1979 reconstruction),City of Loveland,Hydropower,Concrete,,,,11/10/2017,,,,,,,,,,
CO-014,,Josh Ames Diversion Dam,2013,40.60514,-105.1,Sterling Natural Area Fort Collins,Cache la Poudre River,Cache La Poudre,CO,6,110,Improved in 1966,Ames Diversion Co. (no longer exists),,Concrete,,,0.5,11/10/2017,,,,,,,,,,
CO-015,CO01248,Dewey No. 1,2014,39.80035,-104.988,Denver,,Middle South Platte-Cherry Creek,CO,15,3600,1900,Municipal Water Storage,,Earthen,,,,11/10/2017,,,,,,,,,,
CO-016,,Chipeta Dam,2006,38.784484,-107.743918,Hotchkiss,North Fork Gunnison River,North Fork Gunnison,CO,5,160,1940,U.S. Fish and Wildlife Service,Roller dam,Concrete,,,2,11/10/2017,,,,,,,,,,
CO-017,,Dotson and Enlargement Dam,2015,38.128,-104.197,Pueblo Cty,Huerfano,Upper Arkansas-Lake Meredith,CO,24,6000,1906,,Irrigation,Rolled Earth,,,,11/10/2017,,,,,,,,,,
CO-018,,Lower Church Lake Dam,2015,39.889,-105.179,Ft Lupton/Jefferson,Big Dry Creek,Middle South Platte-Cherry Creek,CO,4,400,1875,,Irrigation/water supply,Rolled Earth,,,,11/10/2017,,,,,,,,,,
CO-019,,Riss East,2016,38.783,-105.226,Teller City,Four Mile,Upper Arkansas,CO,56,555,1967,,"Recreation, Fish",Earthen,,,3 total,11/10/2017,,,,,,,,,,
CO-020,,Riss North,2016,38.792,-105.233,Teller City,Four Mile,Upper Arkansas,CO,38,825,1967,,"Recreation, Fish",Earthen,,,3 total,11/10/2017,,,,,,,,,,
CO-021,,Riss South,2016,38.785,-105.239,Teller City,Four Mile,Upper Arkansas,CO,50,510,1967,,"Recreation, Fish",Earthen,,,3 total,11/10/2017,,,,,,,,,,
CO-022,,Carriage Hills #2 Dam,2017,40.35,-105.5,Estes Park/Larimer,Fish Creek,Big Thompson,CO,10,265,1967,Town of Estes Park,Recreation,Earthfill,,,,2/6/2020,,,,,,,,,,
CO-023,,Hall Dam,2017,39.76,-105.24,Jefferson,Clear Creek,Clear,CO,40,190,1971,Jefferson County Open Space,Irrigation & Recreation,Earthfill,,,,2/6/2020,,,,,,,,,,
CO-024,,Polaris Dam,2018,39.49,-107.06,Glenwood Springs/Eagle,Cattle Creek,Upper South Platte,CO,22,400,1944,Private Resident,,Earthfill,,,,2/6/2020,,,,,,,,,,
CO-025,CO01903,Stanley Canyon Dam,2018,38.99,-104.93,USAFA/El Paso,Stanley Canyon Creek,Middle South Platte-Cherry Creek,CO,30,390,1900,Colorado Springs Utilities,,Earthfill,,,,2/6/2020,,,,,,,,,,
CO-026,CO01146,Cucharas #5 Dam,2019,37.75,-104.6,Walsenburg/Huerfano,Cucharas River,Huerfano,CO,135,530,1913,Two Rivers Farming and Irrigation,Irrigation,Concrete face/rock fill,,,,2/6/2020,,,,,,,,,,
CO-027,,Hidden Treasure Dam,2019,38.020965,-107.378842,Lake City,Henson Creek,Gunnison,CO,,,1890s,George Hurd,Power for Mining,,,,,2/6/2020,,,,,,,,,,
CT-001,,John Dee's Dam,,41.550280,-73.024000,Waterbury,Mad River,Housatonic,CT,17,45,,,,,,,,11/10/2017,,,,,,,,,,
CT-002,,Baltic Mills Dam,1938,41.617530,-72.084800,Baltic,Shetucket River,Shetucket,CT,26,,,,,,,,,11/10/2017,,,,,,,,,,
CT-003,,Woodings Pond Dam,1971,41.47455896,-72.83124325,Wallingford,Tributary of Qunnipiac,Quinnipiac,CT,15,,,,,,,,,11/10/2017,,,,,,,,,,
CT-004,,Sprucedale Water Dam,1980,41.934880,-71.979500,Woodstock,Mill Brook,Quinebaug,CT,10,,,,,,,,,11/10/2017,,,,,,,,,,
CT-005,,Lower Pond Dam,1991,41.634003,-72.961121,Wolcott,Cedar Swamp Brook,Housatonic,CT,12,,,,,,,,,11/10/2017,,,,,,,,,,
CT-006,,Muddy Pond Dam,1992,,,,Muddy Brook,,CT,8,,,,,,,,,11/10/2017,,,,,,,,,,
CT-007,,Unnamed Dam,1993,,,,Bradley Brook,Crosswicks-Neshaminy,CT,11,,,,,,,,,11/10/2017,,,,,,,,,,
CT-008,CT00189,Indian Lake Dam,1994,41.2869,-72.5257,Clinton,Indian River,Quinnipiac,CT,12,,,,,,,,,11/10/2017,,,,,,,,,,
CT-009,,Little Pond Dam,1994,,,,Tributary of Bigelow Creek,,CT,10,,,,,,,,,11/10/2017,,,,,,,,,,
CT-010,CT00630,Simpson’s Pond Dam,1995,41.45118,-72.8094,Wallingford,Wharton Brook,,CT,8,,,,,,,,,11/10/2017,,,,,,,,,,
CT-011,,Anaconda Dam,1999,41.572438,-73.053324,Waterbury,Naugatuck River,Housatonic,CT,11,330,,,,,,,32,11/10/2017,,,,,,,,,,
CT-012,,Freight Street Dam,1999,41.55345,-73.0525,Waterbury,Naugatuck River,Housatonic,CT,2,158,,,,,,,,11/10/2017,,,,,,,,,,
CT-013,,Platts Mill Dam,1999,41.51951,-73.0513,Waterbury,Naugatuck River,Housatonic,CT,10,231,,,,,,,,11/10/2017,,,,,,,,,,
CT-014,CT00131,Union City Dam,1999,41.49587,-73.053,Naugatuck,Naugatuck River,Housatonic,CT,16,200,,,,,,,,11/10/2017,,,,,,,,,,
CT-015,,Chase Brass Dam,2004,41.5984,-73.0605,Watertown,Naugatuck River,Housatonic,CT,4,100,Early 1900s,,Brass mill,Concrete/timber crib,,,,11/10/2017,,,,,,,,,,
CT-016,,Pizzini Dam,2005,41.4336,-72.335,East Haddam,Eightmile River,Lower Connecticut,CT,4.5,,,,,Stone masonry,,,,11/10/2017,,,,,,,,,,
CT-017,,Raymond Brook Pond Dam,2007,41.61486,-72.3678,Amston,Raymond Brook,Lower Connecticut,CT,4,,,Privately owned,,Concrete and rubble,,,16,11/10/2017,,,,,,,,,,
CT-018,,Murphy Dam,2009,41.9153,-71.9173,Putnam,Little River,Quinebaug,CT,,,,,,,,,,11/10/2017,,,,,,,,,,
CT-019,,Main Street Dam,2010,41.05299,-73.5457,Stamford,Mill/Rippowam (name changes at the dam),Upper Scioto,CT,9.3,110,1922,Owned by City of Stamford,,Concrete,,,4.5,11/10/2017,,,,,,,,,,
CT-020,,Frankel Dams,2011,41.18433,-73.3471,Westport,Aspetuck River,Saugatuck,CT,6,30,,Private - Frankel,,Concrete,,,0.75,11/10/2017,,,,,,,,,,
CT-021,,Rutan Dam ,2012,41.367650,-71.865200,Stonington,Anguilla Brook,Thames,CT,9,120,pre-1900,,"Originally a mink farm; since 1970, no use- private residence",Stone-faced earthen dam with stone spillway,,,11 miles,11/10/2017,,,,,,,,,,
CT-022,,Spoonville Dam ,2012,41.90124,-72.7568,East Granby,Farmington River,Farmington,CT,25,128,1899,,Hydroelectric,Concrete,,,45,11/10/2017,,,,,,,,,,
CT-023,,Moosup Dam #1,2014,41.717594,-71.901235,Plainfield,Moosup River,Quinebaug,CT,6,90,,,,Stone,,,1.62,11/10/2017,,,,,,,,,,
CT-024,,Ed Bills Pond Dam,2015,41.426824,-72.331786,Lyme,East Branch Eightmile River,Lower Connecticut,CT,11,68,1940s,Private ,Recreation and aesthetics,Stone and concrete,,,10,11/10/2017,,,,,,,,,,
CT-025,,Griswold Rubber Dam,2015,41.715861,-71.878394,Plainfield,Moosup River,Quinebaug,CT,4,,,Private,Industry,Concrete,,,,11/10/2017,,,,,,,,,,
CT-026,,Hyde Pond,2015,41.396568,-71.959356,Stonington,Whitford Brook,Thames,CT,4.8,200,1814,Cyrus Williams,Grist mill,,,,4.1,11/10/2017,,,,,,,,,,
CT-027,,Pond Lily Dam,2015,41.335516,-72.975562,New Haven,West River,Quinnipiac,CT,~6,190' spillway,1794,Levi Sperry,Grist mill,Mortared rubble with concrete cap,,,2.6,11/10/2017,,,,,,,,,,
CT-028,,Talbot Wildlife Management Area Dam,2015,,,Scotland,Merrick Branch,,CT,4,60,,State,Wildlife,Concrete,,,0.2,11/10/2017,,,,,,,,,,
CT-030,,Zemko Dam,2007,41.494,-72.2834,Salem,East Branch Eightmile River,Lower Connecticut,CT,5,80,,The Nature Conservancy,,"Stone, Concrete, Earth",,,1.11,11/10/2017,,,,,,,,,,
CT-031,,Karp Family Dam,2015,41.9622,-72.6305,Suffield,Stony Brook,Lower Connecticut,CT,,,,,Recreation,Concrete slab with stoplogs,,,1,11/10/2017,,,,,,,,,,
CT-032,,Carpenter Dam ,2016,41.527294,-72.857103,Meriden & Southington,Quinnipiac River,Quinnipiac,CT,6,110,,,Mill power,,,,35.6 total,11/10/2017,,,,,,,,,,
CT-033,,Century Brass Dam,2016,41.539,-73.0146,Waterbury,Mad River,Housatonic,CT,,,,,Likely mill power,Concrete,,,1.2,11/10/2017,,,,,,,,,,
CT-034,,Clark Brothers Dam,2016,41.57099,-72.8967,Meriden & Southington,Quinnipiac River,Quinnipiac,CT,5,70,1750,,Mill power,,,,35.6 total,11/10/2017,,,,,,,,,,
