STATE ID,DAM NAME,OTHER  NAME,NID,NO STRUCTURES,OTHER STRUCT ID,LONGITUDE,LATITUDE,COUNTY,CITY/TOWN,RIVER/STREAM,YR COMPLETED,PURPOSES,DRINKING WATER,DAM TYPE,LENGTH (FT),HT (FT) EST,HT (FT),STRUCT HT(FT),HYD HT(FT),SPILL W(FT),SPILL HT(FT),SPILL MAX D(FT),NORM STOR(AC-FT),MAX STOR(AC-FT),NORM SURF AREA(AC),DRN AREA(SQ MI),SW MAX (CFS),OUTMAX(CFS),FRESHET(CFS),HIST HAZARD,HIST SOURCE,HAZARD,HAZARD SOURCE,COMMENT,REGULATED,ACTIVE,PERMIT AUTHORITY,INSP AUTHORITY,ENFORCE AUTHORITY,SIZE,DS JURISDICTION,STATE REGULATORY AGENCY,FED REGULATORY AGENCY,YR MODIFIED,SPILL TYPE,OUTLET GATES,NEAREST CITY/TOWN,DIST TO CITY/TOWN,NON-FED ON FED PROP,NRCS
369,BRADLEY POND,SHARP STREET POND,RI04361,,,-71.67244724,41.65165709,KENT,WEST GREENWICH,NOOSENECK RIVER,,P,,"EARTH,CONCRETE",200,4.5,4,4,2,6,2.5,1.5,6,8,2,1,40,,,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,WEST GREENWICH,0,N,
370,BLACK ROCK ICE POND,,RI04046,,,-71.5463257,41.7194977,KENT,COVENTRY,BLACK ROCK BROOK-TRIB,,OR,,EARTH,270,5,4,4,3,3,3,1.5,3,4,2,0,20,,18,LOW,,LOW,GZA 2007 & RIDEM 2008,,Y,Y,N,N,N,SMALL,N,W,,,,,COVENTRY,0,N,
371,PEARCE POND,,RI04047,,,-71.53926,41.72366,KENT,COVENTRY,BLACK ROCK BROOK,1903,O,,"EARTH,MASONRY",100,8,10,10,7,19,7,2.5,12,15,3,0,115,0,50,LOW,,HIGH,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,COVENTRY,0,N,
372,CLARKE'S POND LOWER,,RI04086,,,-71.54847,41.73711,PROVIDENCE,CRANSTON,CLARKE BROOK,,O,,"EARTH,MASONRY",100,10,10,10,8,20,9,2,2,2,0,3,150,0,20,LOW,,LOW,RIDEM 2006 & GZA 2011,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CRANSTON,0,N,
373,CLARKE'S POND UPPER,SEIDEL'S POND,RI04087,,,-71.54727131,41.73688039,PROVIDENCE,CRANSTON,CLARKE BROOK,,O,,"EARTH,MASONRY",190,,10,,,30,8,1.5,3,5,1,0,180,,,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,CRANSTON,0,N,
375,SALISBURY POND UPPER,,RI04049,,,-71.62998958,41.72046662,KENT,COVENTRY,BOYD BROOK,,,,,,7,,,,10,,2,6,10,2,,100,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,,W,,,,,COVENTRY,0,N,
376,SALISBURY POND LOWER,,RI04050,,,-71.63020319,41.71735383,KENT,COVENTRY,BOYD BROOK,,O,,"EARTH,MASONRY",210,11,,,,19,,2.5,8,13,2,,240,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,,W,,,,,COVENTRY,0,N,
377,HAVENS POND,,RI04051,,,-71.67276759,41.71489334,KENT,COVENTRY,MCCUSTER BROOK,,O,,"MASONRY,EARTH",,8,,,,,,,3,4,1,0,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,,W,,,,,COVENTRY,0.5,N,
378,MCCUSTER POND LOWER,,RI04052,,,-71.68342595,41.69455719,KENT,COVENTRY,MCCUSTER BROOK,,O,,EARTH,320,7,4,,,,3,,8,12,4,0,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,COVENTRY,0,N,
379,MCCUSTER POND UPPER,,RI04053,,,-71.6856842,41.69277954,KENT,COVENTRY,MCCUSTER BROOK,,O,,"MASONRY,EARTH",170,8,4,,,2,3,,5,8,2,,35,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,COVENTRY,0,N,
380,OLNEY-MATHEWSON MILL POND,,RI04054,,,-71.6809158,41.71860888,KENT,COVENTRY,PINE SWAMP BROOK,,,,,200,7,5,,,40,3,2,7,12,2,6,400,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,COVENTRY,1,N,
381,SUCKER BROOK BRIDGE POND,,RI04166,,,-71.66965488,41.9260521,PROVIDENCE,GLOCESTER,SUCKER BROOK,,O,,"EARTH,CONCRETE",160,13,12.6,16,4,10,4,2,9,15,3,3,242,38,351,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,GLOCESTER,0,N,
382,AUSTIN UPPER POND,,RI04132,,,-71.66581731,41.59568025,WASHINGTON,EXETER,ROARING BROOK,,O,,EARTH,213,16,15,15,14,23,14,1,6,8,2,1,80,,,LOW,,LOW,GZA MAP 2008 & RIDEM 9/10/2012 DEED RESTRICT(HIGH),HIGH HAZ BEFORE DEED RESTRICT,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,EXETER,0,N,
383,PECKHAM POND #1,,RI04167,,,-71.69812013,41.86589428,PROVIDENCE,GLOCESTER,PECKHAM BROOK,,O,,"EARTH,MASONRY",280,5.5,6,6,4,1.5,3.5,2,6,10,3,,15,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,GLOCESTER,0,N,
384,PECKHAM POND #2,,RI04168,,,-71.69472501,41.86668013,PROVIDENCE,GLOCESTER,PECKHAM BROOK,,O,,"EARTH,MASONRY",250,8,4,4,3,27,3,1.5,16,28,8,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,GLOCESTER,0,N,
385,PECKHAM POND #3,,RI04169,,,-71.69309999,41.86770252,PROVIDENCE,GLOCESTER,PECKHAM BROOK,,O,,"EARTH,MASONRY",,10,14,14,12,10,11.5,2,12,20,4,,90,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,GLOCESTER,0,N,
386,PECKHAM POND #4,,RI04170,,,-71.69300082,41.86917496,PROVIDENCE,GLOCESTER,PECKHAM BROOK,1800,O,,"EARTH,MASONRY",100,5,5,5,3,4,3,3,2,4,1,,,,,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,GLOCESTER,0,N,
387,PECKHAM POND #5,,RI04171,,,-71.69194795,41.87186812,PROVIDENCE,GLOCESTER,PECKHAM BROOK-TRIB,,,,,,,5,5,4,,,,,,2,,,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,SMALL,N,W,,,,,GLOCESTER,0,N,
388,CASS PARK MIDDLE,,RI04379,,,-71.48828122,42.00478746,PROVIDENCE,WOONSOCKET,IRONMINE BROOK,1946,R,,"EARTH,CONCRETE",400,6,8,11,6,25,6,2,6,8,2,3,250,,260,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WOONSOCKET,0,N,
389,SYLVESTER POND,,RI04380,,,-71.49539943,42.00191878,PROVIDENCE,WOONSOCKET,IRONMINE BROOK,1922,O,,"EARTH,CONCRETE",256,,23.5,29,20,5,19,4,70,81,7,3,113,47,377,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WOONSOCKET,0,N,
390,HANDY POND LOWER,,RI04239,,,-71.47168726,41.95970153,PROVIDENCE,LINCOLN,HANDY BROOK,,O,,EARTH,100,4,12,12,10,12,10,1.7,8,10,2,1,90,0,125,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,LINCOLN,0,N,
391,HANDY POND UPPER,,RI04240,,,-71.47239682,41.95870205,PROVIDENCE,LINCOLN,HANDY BROOK,,O,,"EARTH,CONCRETE",300,9,12,12,9,15,9,1.25,45,50,8,1,75,0,120,LOW,,HIGH,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,LINCOLN,0,N,
392,FACTORY MUTUAL RESEARCH CTR LOWER POND,CAMP SHEPARD LOWER POND,RI04172,,,-71.78203,41.88718,PROVIDENCE,GLOCESTER,SHADY OAK BROOK,1948,O,,EARTH,300,20,24,25,20,20,20,6,75,125,9,2,800,5,750,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,GLOCESTER,0,N,
393,BLACKSTONE,TUPPERWARE,RI83001,,,-71.553587,42.015349,,NORTH SMITHFIELD,BLACKSTONE RIVER,,H,,,210,,12,0,,200,,,58,0,12,261,0,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,,N,W,FERC,,,,NORTH SMITHFIELD,,N,
395,LAWTON VALLEY RESERVOIR,,RI02701,,,-71.28055575,41.56572341,NEWPORT,PORTSMOUTH,LAWTON VALLEY BROOK,1943,S,Y,"EARTH,CONCRETE",2630,,39,48,33,40,33,6,1260,1764,1260,3,2000,60,1517,SIGNIFICANT,ACOE-1980,HIGH,GZA 2004,,Y,Y,Y,Y,Y,MEDIUM,Y,DS,,,,,PORTSMOUTH,0,N,
396,NONQUIT POND,,RI03301,,,-71.19700621,41.55345918,NEWPORT,TIVERTON,BORDEN BROOK,1943,S,Y,"ROCKFILL,EARTH",200,9,8,8,7,93,7,3.5,1730,1950,178,6,1826,77,792,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,MEDIUM,Y,DS,,,,,TIVERTON,1,N,
397,NEW POND,,RI04174,,,-71.65686801,41.90949629,PROVIDENCE,GLOCESTER,SPRING GROVE BROOK-TRIB,,O,,EARTH,450,6,8,8,5,6,5,1.5,6,16,4,,35,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,GLOCESTER,0,N,
398,O'REILLY POND,,RI04175,,,-71.7108612,41.88175966,PROVIDENCE,GLOCESTER,SAUNDERS BROOK-TRIB,,O,,EARTH,300,10,4,4,2,12,2.5,,5,7,3,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,GLOCESTER,0,N,
400,GRINNEL'S SAWMILL POND,,RI04133,,,-71.58937836,41.54186249,WASHINGTON,EXETER,LOCKE BROOK,,O,,EARTH,50,7.5,8,8,6,,6,2,3,4,1,2,,0,300,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,
401,LAKE WASHINGTON,CRANBERRY BOG POND,RI01311,,,-71.75922396,41.91394039,PROVIDENCE,GLOCESTER,MARY BROWN BROOK,1930,R,,"GRAVITY,EARTH",30,6,6,6,5,5,5,1,75,85,41,0,17,50,50,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,GLOCESTER,0,N,
402,ARCADIA MILL LOWER,,RI04583,,,-71.69545,41.55513,WASHINGTON,HOPKINTON,ROARING BROOK,,,,,0,4,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
403,GREENWICH BLEACHERY POND,,RI04105,,,-71.46006012,41.65254595,KENT,EAST GREENWICH,MASKERCHUGG RIVER,,O,,"EARTH,MASONRY",350,,18,18,16,75,16,1.5,48,60,6,4,480,0,460,SIGNIFICANT,ACOE-1996,LOW,GZA 2004,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EAST GREENWICH,0,N,
404,CENTRAL POND,,RI04114,,,-71.34238,41.84215,PROVIDENCE,EAST PROVIDENCE,TEN MILE RIVER,1934,,,,,,,,,,,,,,,,,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,SMALL,,W,,,,,EAST PROVIDENCE,0,N,
405,HUNTS MILL POND,,RI04115,,,-71.34550482,41.82791139,PROVIDENCE,EAST PROVIDENCE,TEN MILE RIVER,1883,,,,,12,,,,,,,,,3,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,,W,,,,,EAST PROVIDENCE,0,N,
406,OMEGA POND,,RI01001,,,-71.36876679,41.83885956,PROVIDENCE,EAST PROVIDENCE,TEN MILE RIVER,1918,R,,"MASONRY,GRAVITY,EARTH",200,,18,20,15,112,13,5,252,280,35,50,4380,0,2300,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,CRMC,,,,,EAST PROVIDENCE,0,N,
407,JAMES V TURNER RESERVOIR,EAST PROVIDENCE WATER WORKS,RI01002,,D01 EAST DIKE(LOW HAZ 12/31/16 PLOVER),-71.34188076,41.83319855,PROVIDENCE,EAST PROVIDENCE,TEN MILE RIVER,1934,R,,"EARTH,GRAVITY,CONCRETE",820,,22,60,22,200,17,5,1300,3100,275,48,8300,270,1872,HIGH,ACOE-1981,HIGH,ACOE 1981 & GZA UMAP 2008,EAST DIKE LOW HAZARD,Y,Y,Y,Y,Y,MEDIUM,Y,DS,,,,,EAST PROVIDENCE,1,N,
408,BRIDLEWOOD POND,,RI04328,,,-71.4589767,41.91031268,PROVIDENCE,LINCOLN,MOSHASSUCK RIVER-TRIB,,R,,"EARTH,CONCRETE",200,7.5,7,5,4,1.75,4,1,10,12,5,,,,,LOW,,HIGH,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,LINCOLN,0,N,
409,STATE STREET POND,,RI04329,,,-71.26657868,41.67212675,BRISTOL,BRISTOL,UNNAMED STREAM,1988,C,,"EARTH,CONCRETE",,10,8,8,6,,6,1.5,5,7,1,0,,,,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,BRISTOL,0,N,
410,STANDARD OIL POND,,RI04116,,,-71.33003231,41.78339768,PROVIDENCE,EAST PROVIDENCE,RUNNINS RIVER,,,,,,,,,,,,,,,6,,,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,SMALL,,CRMC,,,,,EAST PROVIDENCE,2,N,
414,THOMPSON POND,,RI04176,,,-71.60905452,41.92016603,PROVIDENCE,GLOCESTER,TARKILN BROOK-TRIB,,P,,EARTH,70,3.5,3,3,2,15,2.5,0.5,20,25,10,0,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,GLOCESTER,0,N,
416,FLY & FISH CLUB,,RI04584,,,-71.57325,41.9789,PROVIDENCE,NORTH SMITHFIELD,TROUT BROOK,,,,,0,7.5,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,,,W,,,,,,,N,
417,MINGOLA POND,,RI04263,,,-71.5623322,41.96139909,PROVIDENCE,NORTH SMITHFIELD,WOONASQUATUCKET RIVER,1860,O,,"EARTH,MASONRY",140,8,8,9,6,4,5.5,2.5,7,8,4,1,91,0,128,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH SMITHFIELD,0,N,
418,CESARIO POND,PRIMROSE POND UPPER,RI04264,,,-71.55845645,41.95897674,PROVIDENCE,NORTH SMITHFIELD,WOONASQUATUCKET RIVER,,O,,EARTH,300,5.5,8,9,6,10,5.5,2,30,38,8,1,98,6,232,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH SMITHFIELD,0,N,
422,MEMORIAL PARK POND,,RI04225,,,-71.5081253,41.82764436,PROVIDENCE,JOHNSTON,POCASSET RIVER,,O,,"EARTH,MASONRY",250,8,7.5,12,4,20,4.5,3,7,11,3,3,397,23,374,LOW,,LOW,GZA 2007 & RIDEM 2008,,Y,Y,N,Y,N,SMALL,Y,W,,,,,JOHNSTON,0,N,
423,BURLINGAME RESERVATION,,RI04029,,,-71.7094853,41.4072112,WASHINGTON,CHARLESTOWN,POQUIANT BROOK-TRIB,1949,FR,,"EARTH,MASONRY",240,,10,10,9,20,8.5,1.6,2,4,1,0,99,25,100,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CHARLESTOWN,0,N,
424,BLOCK ISLAND ROD & GUN CLUB POND,MILL TAIL POND,RI02201,,,-71.56372834,41.17082977,WASHINGTON,NEW SHOREHAM,MILL TAIL BROOK,1950,R,,"ROCKFILL,EARTH",140,14,14,14,7,10,7,2,55,75,16,1,612,13,563,LOW,,SIGNIFICANT,GZA 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,NEW SHOREHAM,0,N,Y
425,WAKEFIELD POND,MASLAND POND,RI04335,,,-71.50142673,41.43733978,WASHINGTON,SOUTH KINGSTOWN,SAUGATUCKET RIVER,,O,,"EARTH,MASONRY",100,8.5,8.5,9,5,90,6,2.5,20,35,6,16,2060,,805,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,SOUTH KINGSTOWN,0,N,
426,PEACE DALE POND,SAUGATUCKET POND,RI03201,,,-71.49524684,41.45241166,WASHINGTON,SOUTH KINGSTOWN,SAUGATUCKET RIVER,1847,O,,"ROCKFILL,EARTH",200,,14,16,14,60,8,2,270,307,30,11,590,275,850,SIGNIFICANT,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,SOUTH KINGSTOWN,1,N,
427,THORNLEY FARM POND,,RI04098,,,-71.38259129,41.99798588,PROVIDENCE,CUMBERLAND,ABBOTT RUN-TRIB,1948,,,,250,,6.5,,,12,5.5,1,1,2,1,0,30,2,29,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CUMBERLAND,0,N,
428,COMSTOCK FARM POND,,RI04312,,,-71.56069178,41.90419007,PROVIDENCE,SMITHFIELD,WOONASQUATUCKET RIVER-TRIB,1950,P,,EARTH,290,7,8,9,7,35,7,0.5,2,3,1,0,33,1,32,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SMITHFIELD,0,N,
429,KNIBB FARM POND,,RI04017,,,-71.72277068,41.94387821,PROVIDENCE,BURRILLVILLE,PASCOAG RIVER-TRIB,1950,,,,200,,8,,,15,7,0.5,1,1,1,,14,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,BURRILLVILLE,0,N,
430,COTTRELL FARM POND,,RI04204,,,-71.78565215,41.43796158,WASHINGTON,HOPKINTON,ASHAWAY RIVER-TRIB,1950,P,,EARTH,370,11,11,11,9,12,9,0.8,3,4,1,0,25,,24,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,0,N,
431,VALLEY COUNTRY CLUB POND,,RI04344,,,-71.50637054,41.70338057,KENT,WARWICK,HARDIG BROOK-TRIB,1973,R,,EARTH,200,7,9.2,9,7,16,7,1.2,2,3,0,0,50,23,73,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WARWICK,0,N,
432,GALE FARM POND UPPER,SEN. GALE UPPER POND,RI04106,,,-71.47932436,41.65644835,KENT,EAST GREENWICH,MASKERCHUGG RIVER-WEST BRANCH,1950,P,,EARTH,175,7,10.5,10,8,14,8.5,1.5,15,21,4,0,68,11,57,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,EAST GREENWICH,0,N,
433,ANDERSON FARM POND,,RI04055,,,-71.63484959,41.67021559,KENT,COVENTRY,BEAR BROOK-TRIB,1951,P,,EARTH,220,2,9,,,45,6,1,3,4,1,0,117,,117,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,0,N,
434,DAVIS FARM POND,,RI04177,,,-71.66060641,41.90016555,PROVIDENCE,GLOCESTER,SPRING GROVE BROOK-TRIB,1951,P,,EARTH,390,5,10,10,8,60,7.5,0.5,1,2,0,0,52,,52,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,GLOCESTER,0,N,
435,CONNETTI FARM POND,,RI04311,,,-71.56890106,41.89636231,PROVIDENCE,SMITHFIELD,STILLWATER RIVER-TRIB,1951,P,,EARTH,140,,6,6,4,10,4,0.7,,,,,16,,16,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SMITHFIELD,0,N,
438,HIRSCH FARM POND,,RI04272,,,-71.23679353,41.52991487,NEWPORT,PORTSMOUTH,UNNAMED STREAM,1946,P,,EARTH,200,,12.5,14,9,28,9.2,1.8,3,4,1,0,178,6,178,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,PORTSMOUTH,0,N,
439,MAYO FARM POND,,RI04251,,,-71.46132666,41.50987242,WASHINGTON,NORTH KINGSTOWN,PETTAQUAMSCUTT RIVER-TRIB,1949,P,,EARTH,280,4,9,9,7,35,7,0.8,4,5,1,0,66,4,65,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH KINGSTOWN,0,N,
440,HOXIE FARM POND,,RI04205,,,-71.7509613,41.479084,WASHINGTON,HOPKINTON,CANONCHET BROOK-TRIB,1951,P,,EARTH,390,8,5,7,2,30,2,1,21,25,4,0,110,6,97,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,0,N,
441,MCLEOD FARM POND,,RI04030,,,-71.62411497,41.43211364,WASHINGTON,CHARLESTOWN,PASQUISET BROOK-TRIB,1951,P,,EARTH,235,,5,5,4,12,3,1,3,4,1,0,32,9,30,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,CHARLESTOWN,0,N,
443,MANCHESTER POND,SKY POND,RI04343,,,-71.23940273,41.72062302,BRISTOL,WARREN,KICKAMUIT RIVER-TRIB,1949,P,,EARTH,200,,8,8,6,17,6,1,2,3,0,0,45,,44,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,CRMC,,,,,WARREN,0,N,
444,SILVER SPRING LAKE,,RI02301,,,-71.46931462,41.5380516,WASHINGTON,NORTH KINGSTOWN,MATTATUXET RIVER,1885,FR,,"EARTH,MASONRY,CONCRETE",154,12,12,12,10,40,10,2.2,108,126,18,2,429,200,400,LOW,,HIGH,GZA MAP 2008 & RIDEM 2008 (RIDEM 2007-SIG),,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,NORTH KINGSTOWN,0,N,
446,BUCKLIN POINT,,RI04117,,,-71.36568445,41.85192487,PROVIDENCE,EAST PROVIDENCE,SEEKONK RIVER-TRIB,1950,,,,150,,18.5,20,16,20,15.5,4,7,10,1,0,85,,,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS; CRMC,,,,,EAST PROVIDENCE,0,N,
447,CONGDON FARM POND,,RI04334,,,-71.59761045,41.47550965,WASHINGTON,SOUTH KINGSTOWN,USQUEPAUG RIVER,1952,P,,EARTH,240,,4.5,4,3,52,3,0.5,2,3,2,0,50,13,49,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,SOUTH KINGSTOWN,0,N,
448,WARWICK SPORTSMEN'S ASSOC. POND,,RI04134,,,-71.58420561,41.5455818,WASHINGTON,EXETER,QUEEN RIVER-TRIB,1953,R,,EARTH,275,6.5,8,8,5,60,5,2,23,37,7,1,446,45,443,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,Y
449,KENYON FARM POND,,RI04333,,,-71.58393857,41.38094329,WASHINGTON,SOUTH KINGSTOWN,UNNAMED STREAM,1953,P,,EARTH,170,,6.2,6,5,28,4.8,1,4,5,1,0,74,5,70,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,CRMC,,,,,SOUTH KINGSTOWN,0,N,
450,KEITH FARM POND,,RI04346,,,-71.49571225,41.68780516,KENT,WARWICK,HARDIG BROOK-TRIB,1953,P,,EARTH,160,8,12,12,10,30,10,1,5,6,1,0,79,7,79,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WARWICK,0,N,
451,CONNER FARM POND,,RI04310,,,-71.56044612,41.90793178,PROVIDENCE,SMITHFIELD,WOONASQUATUCKET RIVER-TRIB,1954,P,,EARTH,350,,9.7,12,6,30,6.5,2.2,8,11,2,0,266,32,277,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SMITHFIELD,0,N,
453,MANTON SPORTSMEN'S CLUB POND,,RI04143,,,-71.78022006,41.80654524,PROVIDENCE,FOSTER,MOOSUP RIVER-TRIB,1953,F,,EARTH,150,,9.5,10,6,24,6,1,2,4,1,0,63,63,43,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
454,WOODY HILL RESERVOIR,,RI04232,,,-71.73819734,41.3768196,WASHINGTON,WESTERLY,PERRY HEALY BROOK,1954,FR,,EARTH,220,,6.7,7,4,53,4.4,1.3,30,37,12,0,234,22,256,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WESTERLY,0,N,Y
455,BOUCHAR FARM POND,,RI04371,,,-71.51,41.686,KENT,WEST WARWICK,HARDIG BROOK,1951,P,,EARTH,7,4.5,7.4,7,5,5,5,1.4,22,37,10,0,22,133,144,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,WEST WARWICK,0,N,
456,LOCKWOOD FARM POND,,RI04309,,,-71.56707761,41.8875465,PROVIDENCE,SMITHFIELD,STILLWATER RIVER-TRIB,1954,P,,EARTH,320,,7.3,8,5,10,4.8,2,5,6,1,0,70,5,70,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SMITHFIELD,0,N,
457,CLAUSEN FARM POND,,RI04031,,,-71.70566557,41.41027068,WASHINGTON,CHARLESTOWN,POQUIANT BROOK-TRIB,1954,FR,,EARTH,215,,7.5,8,5,23,7,1.3,5,8,2,0,97,16,108,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CHARLESTOWN,0,N,
458,HABEREK FARM POND,,RI04292,,,-71.70347594,41.48864745,WASHINGTON,RICHMOND,DIAMOND BROOK,1954,O,,"EARTH,CONCRETE",200,,7.5,8,5,22,5,1.5,9,13,4,0,105,15,110,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,RICHMOND,0,N,
459,KNOWLES FARM POND,,RI04144,,,-71.78932189,41.77310182,PROVIDENCE,FOSTER,QUADUCK BROOK-TRIB,1954,F,,EARTH,250,,8,8,6,30,6,1.5,3,5,2,0,154,52,206,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
460,GARDNER FARM POND,,RI04266,,,-71.53734593,41.94424819,PROVIDENCE,NORTH SMITHFIELD,WOONASQUATUCKET RIVER,1954,F,,EARTH,65,10,13,13,8,30,8,1.8,7,10,3,0,202,35,237,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,NORTH SMITHFIELD,0,N,
461,JUDGE FARM POND,,RI04088,,,-71.50074002,41.78300856,PROVIDENCE,CRANSTON,MESHANTICUT BROOK,1954,,,,180,,11,,,30,6,2,2,4,1,0,227,59,286,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,CRANSTON,2,N,
